0,0.72559,1
0,0.72483,2
0,0.66707,3
0,0.63322,4
0,0.56892,5
0,0.44592,6
0,0.47639,7
0,0.50717,8
0,0.51806,9
0,0.5,10
100,0.70027,1
100,0.71733,2
100,0.65871,3
100,0.61933,4
100,0.57193,5
100,0.43497,6
100,0.49058,7
100,0.47537,8
100,0.52437,9
100,0.51729,10
200,0.69245,1
200,0.73677,2
200,0.64477,3
200,0.64666,4
200,0.58608,5
200,0.42303,6
200,0.47116,7
200,0.48243,8
200,0.53334,9
200,0.50799,10
300,0.68966,1
300,0.7307,2
300,0.6577,3
300,0.65836,4
300,0.53935,5
300,0.471,6
300,0.43755,7
300,0.47327,8
300,0.53693,9
300,0.48016,10
400,0.68169,1
400,0.74621,2
400,0.69549,3
400,0.65305,4
400,0.55675,5
400,0.46734,6
400,0.40911,7
400,0.46604,8
400,0.53927,9
400,0.4829,10
500,0.67066,1
500,0.73935,2
500,0.71855,3
500,0.65338,4
500,0.55903,5
500,0.4561,6
500,0.42604,7
500,0.45366,8
500,0.52423,9
500,0.47727,10
600,0.65824,1
600,0.74241,2
600,0.71665,3
600,0.63265,4
600,0.55413,5
600,0.45742,6
600,0.46947,7
600,0.46032,8
600,0.53116,9
600,0.47388,10
700,0.6409,1
700,0.75455,2
700,0.72769,3
700,0.66097,4
700,0.56958,5
700,0.46979,6
700,0.50382,7
700,0.46998,8
700,0.53888,9
700,0.47143,10
800,0.62096,1
800,0.73254,2
800,0.72426,3
800,0.68018,4
800,0.57793,5
800,0.46367,6
800,0.51658,7
800,0.4432,8
800,0.53944,9
800,0.51107,10
900,0.63379,1
900,0.75663,2
900,0.70968,3
900,0.68141,4
900,0.57503,5
900,0.45098,6
900,0.49264,7
900,0.4541,8
900,0.53895,9
900,0.5093,10
1000,0.61589,1
1000,0.75863,2
1000,0.70829,3
1000,0.67956,4
1000,0.56825,5
1000,0.43142,6
1000,0.47456,7
1000,0.45994,8
1000,0.55544,9
1000,0.50701,10
1100,0.64423,1
