0,0.5,1
0,0.53,2
0,0.46,3
0,0.43,4
0,0.44,5
0,0.44,6
0,0.47,7
0,0.45,8
0,0.41,9
0,0.5,10
100,0.0,1
100,0.66,2
100,1.0,3
100,0.09,4
100,0.0,5
100,0.0,6
100,0.82,7
100,1.0,8
100,0.5,9
100,0.04,10
200,0.0,1
200,1.0,2
200,1.0,3
200,0.0,4
200,0.0,5
200,0.0,6
200,1.0,7
200,1.0,8
200,0.0,9
200,0.12,10
300,0.0,1
300,1.0,2
300,1.0,3
300,0.0,4
300,0.0,5
300,0.0,6
300,1.0,7
300,1.0,8
300,0.0,9
300,0.0,10
400,0.0,1
400,1.0,2
400,1.0,3
400,0.0,4
400,0.0,5
400,0.0,6
400,1.0,7
400,1.0,8
400,0.0,9
400,0.0,10
500,0.0,1
500,1.0,2
500,1.0,3
500,0.0,4
500,0.0,5
500,0.0,6
500,1.0,7
500,1.0,8
500,0.0,9
500,0.0,10
600,0.0,1
600,1.0,2
600,1.0,3
600,0.0,4
600,0.0,5
600,0.0,6
600,1.0,7
600,1.0,8
600,0.0,9
600,0.0,10
700,0.0,1
700,1.0,2
700,1.0,3
700,0.0,4
700,0.0,5
700,0.0,6
700,1.0,7
700,1.0,8
700,0.0,9
700,0.0,10
800,0.0,1
800,1.0,2
800,1.0,3
800,0.0,4
800,0.0,5
800,0.0,6
800,1.0,7
800,1.0,8
800,0.0,9
800,0.0,10
900,0.0,1
900,1.0,2
900,1.0,3
900,0.0,4
900,0.0,5
900,0.0,6
900,1.0,7
900,1.0,8
900,0.0,9
900,0.0,10
1000,0.0,1
1000,1.0,2
1000,1.0,3
1000,0.0,4
1000,0.0,5
1000,0.0,6
1000,1.0,7
1000,1.0,8
1000,0.0,9
1000,0.0,10
1100,0.0,1
1100,1.0,2
1100,1.0,3
1100,0.0,4
1100,0.0,5
1100,0.0,6
1100,1.0,7
1100,1.0,8
1100,0.0,9
1100,0.0,10
1200,0.0,1
1200,1.0,2
1200,1.0,3
1200,0.0,4
1200,0.0,5
1200,0.0,6
1200,1.0,7
1200,1.0,8
1200,0.0,9
1200,0.0,10
1300,0.0,1
1300,1.0,2
1300,1.0,3
1300,0.0,4
1300,0.0,5
1300,0.0,6
1300,1.0,7
1300,1.0,8
1300,0.0,9
1300,0.0,10
1400,0.0,1
1400,1.0,2
1400,1.0,3
1400,0.0,4
1400,0.0,5
1400,0.0,6
