0,0.395,1
0,0.492,2
0,0.5,3
0,0.619,4
0,0.633,5
0,0.599,6
0,0.572,7
0,0.602,8
0,0.6,9
0,0.51,10
100,0.564,1
100,0.179,2
100,0.244,3
100,0.682,4
100,0.842,5
100,0.641,6
100,0.422,7
100,0.578,8
100,0.667,9
100,0.497,10
200,0.572,1
200,0.067,2
200,0.062,3
200,0.7,4
200,0.67,5
200,0.789,6
200,0.363,7
200,0.568,8
200,0.585,9
200,0.571,10
300,0.608,1
300,0.0,2
300,0.049,3
300,0.773,4
300,0.645,5
300,0.942,6
300,0.621,7
300,0.507,8
300,0.375,9
300,0.765,10
400,0.449,1
400,0.0,2
400,0.093,3
400,0.647,4
400,0.773,5
400,1.0,6
400,0.721,7
400,0.497,8
400,0.415,9
400,0.59,10
500,0.604,1
500,0.0,2
500,0.013,3
500,0.333,4
500,0.621,5
500,1.0,6
500,0.786,7
500,0.304,8
500,0.42,9
500,0.656,10
600,0.742,1
600,0.0,2
600,0.0,3
600,0.298,4
600,0.547,5
600,1.0,6
600,0.898,7
600,0.236,8
600,0.384,9
600,0.611,10
700,0.71,1
700,0.0,2
700,0.0,3
700,0.464,4
700,0.127,5
700,1.0,6
700,1.0,7
700,0.269,8
700,0.319,9
700,0.68,10
800,0.785,1
800,0.0,2
800,0.0,3
800,0.384,4
800,0.239,5
800,1.0,6
800,1.0,7
800,0.086,8
800,0.313,9
800,0.547,10
900,0.587,1
900,0.0,2
900,0.0,3
900,0.115,4
900,0.097,5
900,1.0,6
900,1.0,7
900,0.089,8
900,0.385,9
900,0.408,10
1000,0.506,1
1000,0.0,2
1000,0.0,3
1000,0.237,4
1000,0.023,5
1000,1.0,6
1000,1.0,7
1000,0.0,8
1000,0.666,9
1000,0.357,10
1100,0.364,1
1100,0.0,2
1100,0.0,3
1100,0.512,4
1100,0.0,5
1100,1.0,6
1100,1.0,7
1100,0.0,8
1100,0.671,9
1100,0.348,10
1200,0.425,1
1200,0.0,2
1200,0.0,3
1200,0.771,4
1200,0.0,5
1200,1.0,6
1200,1.0,7
1200,0.0,8
1200,0.645,9
1200,0.124,10
1300,0.273,1
1300,0.0,2
1300,0.0,3
1300,0.929,4
1300,0.0,5
1300,1.0,6
1300,1.0,7
1300,0.0,8
1300,0.613,9
1300,0.047,10
1400,0.279,1
1400,0.0,2
1400,0.0,3
1400,0.973,4
1400,0.0,5
1400,1.0,6
1400,1.0,7
1400,0.0,8
1400,0.594,9
1400,0.0,10
1500,0.493,1
1500,0.0,2
1500,0.0,3
1500,0.988,4
1500,0.0,5
1500,1.0,6
1500,1.0,7
1500,0.0,8
1500,0.767,9
1500,0.0,10
1600,0.388,1
1600,0.0,2
1600,0.0,3
1600,1.0,4
1600,0.0,5
1600,1.0,6
1600,1.0,7
1600,0.0,8
1600,0.427,9
1600,0.0,10
1700,0.513,1
1700,0.0,2
1700,0.0,3
1700,1.0,4
1700,0.0,5
1700,1.0,6
1700,1.0,7
1700,0.0,8
1700,0.235,9
1700,0.0,10
1800,0.309,1
1800,0.0,2
1800,0.0,3
1800,1.0,4
1800,0.0,5
1800,1.0,6
1800,1.0,7
1800,0.0,8
1800,0.018,9
1800,0.0,10
1900,0.228,1
1900,0.0,2
1900,0.0,3
1900,1.0,4
1900,0.0,5
1900,1.0,6
1900,1.0,7
1900,0.0,8
1900,0.0,9
1900,0.0,10
2000,0.166,1
2000,0.0,2
2000,0.0,3
2000,1.0,4
2000,0.0,5
2000,1.0,6
2000,1.0,7
2000,0.0,8
2000,0.0,9
2000,0.0,10
2100,0.116,1
2100,0.0,2
2100,0.0,3
2100,1.0,4
2100,0.0,5
2100,1.0,6
2100,1.0,7
2100,0.0,8
2100,0.0,9
2100,0.0,10
2200,0.104,1
2200,0.0,2
2200,0.0,3
2200,1.0,4
2200,0.0,5
2200,1.0,6
2200,1.0,7
2200,0.0,8
2200,0.0,9
2200,0.0,10
2300,0.0,1
2300,0.0,2
2300,0.0,3
2300,1.0,4
2300,0.0,5
2300,1.0,6
2300,1.0,7
2300,0.0,8
2300,0.0,9
2300,0.0,10
2400,0.0,1
2400,0.0,2
2400,0.0,3
2400,1.0,4
2400,0.0,5
2400,1.0,6
2400,1.0,7
2400,0.0,8
2400,0.0,9
2400,0.0,10
2500,0.0,1
2500,0.0,2
2500,0.0,3
2500,1.0,4
2500,0.0,5
2500,1.0,6
2500,1.0,7
2500,0.0,8
2500,0.0,9
2500,0.0,10
2600,0.0,1
2600,0.0,2
2600,0.0,3
2600,1.0,4
2600,0.0,5
2600,1.0,6
2600,1.0,7
2600,0.0,8
2600,0.0,9
2600,0.0,10
2700,0.0,1
2700,0.0,2
2700,0.0,3
2700,1.0,4
2700,0.0,5
2700,1.0,6
2700,1.0,7
2700,0.0,8
2700,0.0,9
2700,0.0,10
2800,0.0,1
2800,0.0,2
2800,0.0,3
2800,1.0,4
2800,0.0,5
2800,1.0,6
2800,1.0,7
2800,0.0,8
