# dates,infections,hospitalizations,deaths,mean_r_t
2020-02-22,751.701339037594,nan,0.0,1.8569783847054118
2020-02-23,751.701339037594,nan,0.0,1.8568688325549876
2020-02-24,751.701339037594,nan,0.0,1.8568447381332875
2020-02-25,751.701339037594,nan,0.0,1.8568153455157024
2020-02-26,751.701339037594,nan,0.0,1.8567794901666836
2020-02-27,751.701339037594,nan,0.0,1.8567357518320255
2020-02-28,751.701339037594,nan,0.0,1.856682398505332
2020-02-29,751.701339037594,nan,0.0,1.856617318174588
2020-03-01,751.701339037594,nan,0.0,1.856537935712359
2020-03-02,2059.935399010467,nan,0.0,1.8563884238355406
2020-03-03,2051.587084138062,nan,0.0,1.8562637493597203
2020-03-04,2164.623191479065,nan,0.0,1.8561016842963394
2020-03-05,2398.2351695893685,nan,0.0,1.8559080824438101
2020-03-06,2884.2349553090294,nan,0.0,1.8556749602998655
2020-03-07,3643.378549028284,nan,0.0,1.8553928356714322
2020-03-08,4184.977101519163,nan,0.0,1.8550492431691123
2020-03-09,4665.266593891793,nan,0.004740321582135959,1.8546293169225232
2020-03-10,5283.519449497513,nan,0.013904943307598817,1.8541197963065443
2020-03-11,6061.189089931194,nan,0.02724104802534131,1.8535027939816706
2020-03-12,7017.5493233404595,nan,0.04454638201452566,1.8527547417490007
2020-03-13,8001.189017523635,nan,0.06565914229848162,1.8518471376653156
2020-03-14,9031.018643355932,nan,0.09361010088396361,1.850745603717923
2020-03-15,10198.423612569566,nan,0.12797968242709365,1.8494102420584868
2020-03-16,11547.2419317399,nan,0.16843222665276933,1.8477928165566393
2020-03-17,13087.999712486288,nan,0.21469920534090867,1.845834583175013
2020-03-18,14785.745904133026,nan,0.28636552166369983,1.8434649509992764
2020-03-19,16646.456460667192,nan,0.39169447257489576,1.8405998045524123
2020-03-20,18718.567353931787,nan,0.5299780440405288,1.8371397441497563
2020-03-21,21041.073975626237,nan,0.6900686161078526,1.8329674510130574
2020-03-22,23634.019181487543,nan,0.8623532063781998,1.8279450357390772
2020-03-23,26500.048947739528,nan,1.0339886772956186,1.821912023022123
2020-03-24,29651.343845207437,nan,1.2393759662197095,1.8146838919292692
2020-03-25,33115.87967065973,nan,1.4897065557488827,1.806051492550106
2020-03-26,36918.7428329694,nan,1.7953793833510334,1.7957816926231878
2020-03-27,41071.655955749164,nan,2.164465486414713,1.7836201693293636
